"sex","agegr","edu","socprof","marital","depress","trust","trustfam","trustneigh","income"
"MALE","45-59","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",1096
"FEMALE","65+","POST-SECONDARY OR HIGHER","RETIRED","WIDOWED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1300
"MALE","65+","SECONDARY","RETIRED","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO",1800
"FEMALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","DIVORCED",2,"ONE CAN`T BE TOO CAREFUL","NO OPINION","YES",3000
"FEMALE","45-59","SECONDARY","LONG-TERM SICK/DISABLED","MARRIED",16,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",1000
"MALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO",4000
"FEMALE","25-34","POST-SECONDARY OR HIGHER","PUPIL OR STUDENT","DIVORCED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",950
"FEMALE","45-59","VOCATIONAL/GRAMMAR","UNEMPLOYED","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"FEMALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO",3000
"FEMALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","NO OPINION","YES",1900
"MALE","65+","PRIMARY/NO EDUCATION","SELF-EMPLOYED","MARRIED",NA,"MOST PEOPLE CAN BE TRUSTED","YES","NO OPINION",2000
"MALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",11,"ONE CAN`T BE TOO CAREFUL","YES","YES",800
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES",1245
"FEMALE","16-24","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE","SINGLE",1,"IT`S DIFFICULT TO TELL","YES","NO",NA
"MALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",2000
"MALE","35-44","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",-8
"FEMALE","25-34","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",520
"FEMALE","45-59","SECONDARY","LONG-TERM SICK/DISABLED","MARRIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",520
"FEMALE","45-59","SECONDARY","OTHER ECONOMICALLY INACTIVE","MARRIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",NA
"MALE","60-64","SECONDARY","RETIRED","MARRIED",8,"ONE CAN`T BE TOO CAREFUL","YES","NO",1800
"FEMALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",NA
"FEMALE","45-59","VOCATIONAL/GRAMMAR","RETIRED","WIDOWED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES",1300
"MALE","25-34","SECONDARY","UNEMPLOYED","SINGLE",5,"ONE CAN`T BE TOO CAREFUL","NO","NO",-8
"FEMALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8
"MALE","60-64","POST-SECONDARY OR HIGHER","RETIRED","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",2130
"MALE","45-59","VOCATIONAL/GRAMMAR","FARMER","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",3000
"FEMALE","25-34","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","SINGLE",14,"ONE CAN`T BE TOO CAREFUL","YES","YES",600
"MALE","65+","POST-SECONDARY OR HIGHER","LONG-TERM SICK/DISABLED","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",2450
"FEMALE","35-44","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",950
"FEMALE","25-34","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE","MARRIED",10,"ONE CAN`T BE TOO CAREFUL","YES","NO",610
"MALE","25-34","SECONDARY","EMPLOYED IN PRIVATE SECTOR","SINGLE",8,"ONE CAN`T BE TOO CAREFUL","YES","YES",2000
"FEMALE","16-24","POST-SECONDARY OR HIGHER","OTHER ECONOMICALLY INACTIVE","SINGLE",1,"ONE CAN`T BE TOO CAREFUL","YES","NO",NA
"FEMALE","35-44","POST-SECONDARY OR HIGHER","FARMER","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8
"FEMALE","45-59","SECONDARY","EMPLOYED IN PUBLIC SECTOR","DIVORCED",0,"IT`S DIFFICULT TO TELL","NO OPINION","NO OPINION",2500
"FEMALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","MARRIED",5,"MOST PEOPLE CAN BE TRUSTED","YES","NO OPINION",3100
"FEMALE","45-59","SECONDARY","EMPLOYED IN PUBLIC SECTOR","MARRIED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES",1547
"FEMALE","25-34","SECONDARY","FARMER","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",800
"FEMALE","35-44","SECONDARY","OTHER ECONOMICALLY INACTIVE","DIVORCED",6,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1182
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES",1170
"FEMALE","45-59","VOCATIONAL/GRAMMAR","RETIRED","WIDOWED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES",1100
"FEMALE","35-44","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8
"FEMALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8
"FEMALE","45-59","SECONDARY","RETIRED","DIVORCED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",890
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",13,"ONE CAN`T BE TOO CAREFUL","YES","YES",870
"MALE","60-64","SECONDARY","LONG-TERM SICK/DISABLED","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000
"MALE","45-59",NA,"EMPLOYED IN PRIVATE SECTOR","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","NO","NO",1900
"FEMALE","16-24","SECONDARY","OTHER ECONOMICALLY INACTIVE","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",300
"MALE","60-64","VOCATIONAL/GRAMMAR","RETIRED","DIVORCED",0,"IT`S DIFFICULT TO TELL","YES","NO OPINION",3000
"FEMALE","45-59","SECONDARY","EMPLOYED IN PUBLIC SECTOR","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",1330
"MALE","65+","SECONDARY","RETIRED","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1400
"FEMALE","45-59","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",9,"ONE CAN`T BE TOO CAREFUL","YES","NO",1600
"FEMALE","45-59","SECONDARY","UNEMPLOYED","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",NA
"FEMALE","45-59","PRIMARY/NO EDUCATION","UNEMPLOYED","MARRIED",1,"IT`S DIFFICULT TO TELL","YES","NO OPINION",NA
"MALE","25-34","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","MARRIED",0,"MOST PEOPLE CAN BE TRUSTED","NO","NO OPINION",500
"FEMALE","60-64","PRIMARY/NO EDUCATION","RETIRED","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES",870
"MALE","25-34","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","SINGLE",1,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1700
"FEMALE","45-59","VOCATIONAL/GRAMMAR","UNEMPLOYED","MARRIED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES",1300
"FEMALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","SINGLE",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",2200
"FEMALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1900
"MALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","SINGLE",1,"ONE CAN`T BE TOO CAREFUL","YES","NO",1700
"MALE","25-34","SECONDARY","EMPLOYED IN PRIVATE SECTOR","SINGLE",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",1400
"FEMALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",1,"MOST PEOPLE CAN BE TRUSTED","YES","YES",3000
"MALE","25-34","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1700
"FEMALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",2,"MOST PEOPLE CAN BE TRUSTED","YES","YES",NA
"MALE","25-34","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","SINGLE",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",1500
"FEMALE","45-59","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","NO","NO",-8
"FEMALE","45-59","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE","WIDOWED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",3000
"FEMALE","65+","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES",1500
"FEMALE","16-24","SECONDARY","PUPIL OR STUDENT","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO",1000
"MALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",1200
"MALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",3600
"MALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","MARRIED",6,"IT`S DIFFICULT TO TELL","NO OPINION","NO OPINION",1100
"MALE","35-44","VOCATIONAL/GRAMMAR","UNEMPLOYED","SINGLE",5,"ONE CAN`T BE TOO CAREFUL","YES","NO",377
"MALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",1200
"FEMALE","35-44","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",1800
"MALE","65+","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",15,"IT`S DIFFICULT TO TELL","YES","NO",600
"FEMALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","NO",-8
"MALE","65+","SECONDARY","RETIRED","MARRIED",6,NA,"YES","YES",1800
"MALE","16-24","SECONDARY","UNEMPLOYED","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",NA
"FEMALE","65+","SECONDARY","RETIRED","DIVORCED",10,"ONE CAN`T BE TOO CAREFUL","NO","NO OPINION",2800
"FEMALE","25-34","VOCATIONAL/GRAMMAR","FARMER","MARRIED",11,"ONE CAN`T BE TOO CAREFUL","NO","NO",1000
"MALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",11,"ONE CAN`T BE TOO CAREFUL","YES","YES",1400
"FEMALE","60-64","SECONDARY","RETIRED","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1300
"FEMALE","16-24","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","SINGLE",2,"MOST PEOPLE CAN BE TRUSTED","YES","YES",2000
"FEMALE","25-34","VOCATIONAL/GRAMMAR","UNEMPLOYED","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO",NA
"FEMALE","25-34","SECONDARY","FARMER","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",1016
"FEMALE","45-59","SECONDARY","OTHER ECONOMICALLY INACTIVE","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000
"FEMALE","35-44","SECONDARY","EMPLOYED IN PUBLIC SECTOR","DIVORCED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",1800
"FEMALE","60-64","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",1200
"MALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","SINGLE",1,"IT`S DIFFICULT TO TELL","YES","YES",2500
"FEMALE","60-64","PRIMARY/NO EDUCATION","RETIRED","MARRIED",9,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",700
"FEMALE","35-44","SECONDARY","EMPLOYED IN PRIVATE SECTOR","DIVORCED",7,"ONE CAN`T BE TOO CAREFUL","NO","YES",2000
"MALE","45-59","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",2500
"MALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",NA,"IT`S DIFFICULT TO TELL","YES","YES",NA
"MALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","WIDOWED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1200
"FEMALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",14,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",-8
"FEMALE","35-44","SECONDARY","EMPLOYED IN PRIVATE SECTOR","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",500
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES",700
"MALE","45-59","PRIMARY/NO EDUCATION","SELF-EMPLOYED","MARRIED",8,"MOST PEOPLE CAN BE TRUSTED","YES","YES",2200
"FEMALE","35-44","VOCATIONAL/GRAMMAR","UNEMPLOYED","MARRIED",3,"MOST PEOPLE CAN BE TRUSTED","YES","YES",-8
"MALE","65+","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED","WIDOWED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8
"FEMALE","45-59","VOCATIONAL/GRAMMAR","FARMER","MARRIED",11,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",1300
"FEMALE","45-59","SECONDARY","EMPLOYED IN PUBLIC SECTOR","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",1700
"MALE","35-44","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",5,"MOST PEOPLE CAN BE TRUSTED","YES","NO OPINION",2600
"FEMALE","60-64","POST-SECONDARY OR HIGHER","RETIRED","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",1690
"MALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","DIVORCED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",2500
"FEMALE","60-64","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES",1100
"FEMALE","25-34","SECONDARY","OTHER ECONOMICALLY INACTIVE","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO",NA
"MALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1400
"FEMALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",2,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",NA
"MALE","60-64","POST-SECONDARY OR HIGHER","RETIRED","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1920
"FEMALE","35-44","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE","DIVORCED",5,"IT`S DIFFICULT TO TELL","YES","NO OPINION",NA
"MALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",3,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",-8
"MALE","65+","POST-SECONDARY OR HIGHER","RETIRED","MARRIED",NA,"IT`S DIFFICULT TO TELL","NO","NO OPINION",1800
"MALE","60-64","VOCATIONAL/GRAMMAR","RETIRED","SINGLE",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000
"MALE","25-34","SECONDARY","EMPLOYED IN PUBLIC SECTOR","SINGLE",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",1500
"FEMALE","35-44","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","MARRIED",5,"MOST PEOPLE CAN BE TRUSTED","YES","YES",5200
"FEMALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO",2000
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","SINGLE",9,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1060
"FEMALE","45-59","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED","MARRIED",3,"MOST PEOPLE CAN BE TRUSTED","YES","YES",720
"FEMALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","SINGLE",14,"ONE CAN`T BE TOO CAREFUL","YES","YES",600
"MALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",-8
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",15,"MOST PEOPLE CAN BE TRUSTED","YES","NO",1300
"FEMALE","35-44","PRIMARY/NO EDUCATION","UNEMPLOYED","MARRIED",3,"IT`S DIFFICULT TO TELL","NO OPINION","NO OPINION",NA
"FEMALE","25-34","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",600
"FEMALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","SINGLE",4,"ONE CAN`T BE TOO CAREFUL","YES","NO",1800
"FEMALE","25-34","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"FEMALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","MARRIED",10,"MOST PEOPLE CAN BE TRUSTED","NO","NO OPINION",920
"FEMALE","16-24","VOCATIONAL/GRAMMAR","UNEMPLOYED","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1200
"FEMALE","35-44","SECONDARY","EMPLOYED IN PRIVATE SECTOR","SINGLE",4,"MOST PEOPLE CAN BE TRUSTED","YES","YES",1100
"FEMALE","60-64","VOCATIONAL/GRAMMAR","RETIRED","SINGLE",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8
"MALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",NA
"FEMALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","DIVORCED",3,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",620
"MALE","45-59","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO",2000
"MALE","45-59","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",680
"FEMALE","25-34","SECONDARY","UNEMPLOYED","MARRIED",0,"IT`S DIFFICULT TO TELL","YES","NO",NA
"FEMALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1670
"FEMALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO",1300
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",13,"ONE CAN`T BE TOO CAREFUL","YES","YES",800
"MALE","45-59","PRIMARY/NO EDUCATION","UNEMPLOYED","MARRIED",NA,"MOST PEOPLE CAN BE TRUSTED","YES","YES",-8
"FEMALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8
"MALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES",1230
"MALE","16-24","POST-SECONDARY OR HIGHER","PUPIL OR STUDENT","SINGLE",8,"ONE CAN`T BE TOO CAREFUL","YES","YES",631
"FEMALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",5,"ONE CAN`T BE TOO CAREFUL","YES","NO",NA
"FEMALE","35-44","SECONDARY","OTHER ECONOMICALLY INACTIVE","MARRIED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"MALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","SINGLE",1,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1500
"MALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",700
"FEMALE","45-59","VOCATIONAL/GRAMMAR","RETIRED","SINGLE",5,"MOST PEOPLE CAN BE TRUSTED","YES","NO",1300
"MALE","60-64","SECONDARY","RETIRED","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8
"MALE","45-59","SECONDARY","RETIRED","MARRIED",9,"MOST PEOPLE CAN BE TRUSTED","YES","YES",1300
"MALE","65+","PRIMARY/NO EDUCATION","SELF-EMPLOYED","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",2000
"FEMALE","45-59","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED","MARRIED",12,"ONE CAN`T BE TOO CAREFUL","YES","YES",600
"MALE","60-64","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",4,NA,"YES","YES",4000
"FEMALE","45-59","SECONDARY","OTHER ECONOMICALLY INACTIVE","DIVORCED",9,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",NA
"MALE","45-59","SECONDARY","LONG-TERM SICK/DISABLED","SINGLE",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",2000
"FEMALE","60-64","PRIMARY/NO EDUCATION","RETIRED","DIVORCED",16,"ONE CAN`T BE TOO CAREFUL","YES","YES",1100
"MALE","45-59","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE","SINGLE",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"MALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",2000
"FEMALE","25-34","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE","MARRIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","NO",600
"MALE","65+","SECONDARY","RETIRED","MARRIED",10,"IT`S DIFFICULT TO TELL","YES","NO OPINION",2300
"FEMALE","65+","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",1250
"MALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","MARRIED",1,"MOST PEOPLE CAN BE TRUSTED","YES","NO OPINION",6000
"FEMALE","65+","POST-SECONDARY OR HIGHER","LONG-TERM SICK/DISABLED","WIDOWED",14,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000
"FEMALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",1650
"MALE","35-44","POST-SECONDARY OR HIGHER","LONG-TERM SICK/DISABLED","MARRIED",6,"MOST PEOPLE CAN BE TRUSTED","NO","NO",2300
"MALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO",1100
"FEMALE","35-44","SECONDARY","OTHER ECONOMICALLY INACTIVE","WIDOWED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES",800
"MALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",1,"MOST PEOPLE CAN BE TRUSTED","YES","YES",2900
"MALE","25-34","SECONDARY","SELF-EMPLOYED","MARRIED",3,"MOST PEOPLE CAN BE TRUSTED","YES","NO",-8
"FEMALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO",1000
"FEMALE","60-64","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",14,"IT`S DIFFICULT TO TELL","NO OPINION","NO OPINION",480
"MALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",0,"IT`S DIFFICULT TO TELL","YES","YES",650
"MALE","45-59","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED","MARRIED",17,"ONE CAN`T BE TOO CAREFUL","YES","NO",700
"FEMALE","45-59","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","NO","NO",1500
"MALE","16-24","PRIMARY/NO EDUCATION","PUPIL OR STUDENT","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"MALE","60-64","SECONDARY","RETIRED","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES",2900
"MALE","60-64","PRIMARY/NO EDUCATION","RETIRED","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",1857
"FEMALE","60-64","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",8,"ONE CAN`T BE TOO CAREFUL","YES","NO",630
"FEMALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","MARRIED",2,"MOST PEOPLE CAN BE TRUSTED","YES","YES",2000
"FEMALE","25-34","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"IT`S DIFFICULT TO TELL","YES","NO",-8
